Date,HeatRisk,ED Visits,EMS Calls,Random Numbers
11/17/2018,0,1151,8686,948
11/18/2018,1,1134,7350,1042
11/19/2018,1,879,6163,988
11/20/2018,1,968,6907,971
11/21/2018,0,1002,6214,1003
11/22/2018,0,983,7372,1001
11/23/2018,0,1206,6391,1082
11/24/2018,0,1186,7462,1005
11/25/2018,1,1346,8232,972
11/26/2018,1,896,6957,985
11/27/2018,1,994,7426,1082
11/28/2018,0,909,7026,970
11/29/2018,0,1018,7140,1036
11/30/2018,0,1019,8141,1071
12/1/2018,0,1167,7367,1079
12/2/2018,0,1293,7981,1085
12/3/2018,0,1146,7161,993
12/4/2018,0,1013,6564,1005
12/5/2018,0,995,6130,1003
12/6/2018,0,944,6479,944
12/7/2018,0,1103,7453,1085
12/8/2018,0,1332,8346,997
12/9/2018,0,1239,7986,981
12/10/2018,0,985,7703,1017
12/11/2018,0,870,7742,1061
12/12/2018,0,1071,6902,1069
12/13/2018,1,1136,7418,980
12/14/2018,0,1058,6674,1019
12/15/2018,0,1290,8369,968
12/16/2018,0,1191,8689,878
12/17/2018,0,1028,7028,1013
12/18/2018,0,982,6668,917
12/19/2018,1,1076,7255,1021
12/20/2018,1,1033,5939,1037
12/21/2018,0,1093,6855,966
12/22/2018,0,1355,8996,1040
12/23/2018,0,1301,7928,1053
12/24/2018,0,928,7193,1088
12/25/2018,0,1023,6757,964
12/26/2018,0,1054,7342,1052
12/27/2018,0,1098,7235,1041
12/28/2018,0,1008,7328,990
12/29/2018,0,1175,7924,1035
12/30/2018,0,1316,8196,1021
12/31/2018,0,1150,7789,1149
1/1/2019,0,858,6921,1027
1/2/2019,0,1053,6644,1012
1/3/2019,0,1167,7865,1056
1/4/2019,0,1138,7472,939
1/5/2019,0,1342,8808,998
1/6/2019,0,1129,8232,864
1/7/2019,0,1008,7384,938
1/8/2019,0,949,6553,950
1/9/2019,0,1132,6907,981
1/10/2019,0,1046,6691,992
1/11/2019,0,1036,7602,998
1/12/2019,0,1335,7733,1007
1/13/2019,0,1376,8529,999
1/14/2019,0,1134,7399,1030
1/15/2019,0,960,6763,955
1/16/2019,0,895,7409,997
1/17/2019,0,1094,7774,974
1/18/2019,0,1065,8184,1020
1/19/2019,1,1324,8480,985
1/20/2019,1,1254,8601,1072
1/21/2019,0,1008,7418,941
1/22/2019,0,997,7054,1022
1/23/2019,0,1035,6749,959
1/24/2019,1,1049,7753,996
1/25/2019,1,1265,7369,942
1/26/2019,1,1161,8423,986
1/27/2019,1,1246,8469,934
1/28/2019,1,934,7801,959
1/29/2019,0,1084,6573,1021
1/30/2019,0,1147,6865,971
1/31/2019,0,1059,7209,962
2/1/2019,0,997,6477,978
2/2/2019,0,1237,8154,1002
2/3/2019,0,1270,7285,1035
2/4/2019,0,1057,6151,978
2/5/2019,0,1011,8042,983
2/6/2019,0,1023,6872,973
2/7/2019,0,965,6521,910
2/8/2019,0,991,8317,1008
2/9/2019,0,1210,8136,906
2/10/2019,0,1224,7727,953
2/11/2019,0,989,6980,1110
2/12/2019,0,873,7335,1066
2/13/2019,0,983,7489,927
2/14/2019,0,1067,6963,1007
2/15/2019,0,918,7301,942
2/16/2019,0,1224,7969,1069
2/17/2019,0,1365,7701,952
2/18/2019,0,966,7672,974
2/19/2019,0,894,7392,1081
2/20/2019,0,1068,7420,999
2/21/2019,0,1099,6856,1051
2/22/2019,0,1176,8285,1013
2/23/2019,0,1193,7820,1016
2/24/2019,0,1249,8216,1011
2/25/2019,0,1105,7568,967
2/26/2019,0,986,8289,969
2/27/2019,0,974,7909,905
2/28/2019,0,937,6953,953
3/1/2019,0,853,7245,974
3/2/2019,0,980,8008,1027
3/3/2019,0,1192,7497,986
3/4/2019,0,1005,7410,1042
3/5/2019,0,931,7525,966
3/6/2019,0,959,7483,1015
3/7/2019,0,987,8386,997
3/8/2019,0,973,8134,990
3/9/2019,0,1141,8428,934
3/10/2019,0,992,8420,994
3/11/2019,0,861,6493,944
3/12/2019,0,917,7473,961
3/13/2019,0,999,6977,951
3/14/2019,0,1011,7407,1042
3/15/2019,1,1001,6670,977
3/16/2019,1,1074,9246,986
3/17/2019,1,1047,8313,1067
3/18/2019,1,823,6981,1029
3/19/2019,0,874,8337,1038
3/20/2019,0,806,7953,989
3/21/2019,0,916,7285,1007
3/22/2019,0,855,8337,992
3/23/2019,0,903,9233,982
3/24/2019,0,977,9352,1065
3/25/2019,1,970,7001,989
3/26/2019,0,883,7628,923
3/27/2019,0,903,7350,976
3/28/2019,0,858,7273,1022
3/29/2019,1,854,7594,1049
3/30/2019,1,1071,8746,1002
3/31/2019,1,1075,8143,942
4/1/2019,1,795,8497,1060
4/2/2019,0,801,7472,1025
4/3/2019,0,839,8488,962
4/4/2019,0,818,7067,1034
4/5/2019,0,983,6928,1040
4/6/2019,0,1104,8763,974
4/7/2019,1,1197,9360,976
4/8/2019,2,519,8110,961
4/9/2019,1,744,8177,996
4/10/2019,1,910,7438,1057
4/11/2019,1,825,7309,1052
4/12/2019,1,1016,8502,1041
4/13/2019,1,1076,8746,1036
4/14/2019,1,1013,8621,957
4/15/2019,0,797,7306,1125
4/16/2019,0,651,8588,964
4/17/2019,1,876,7628,1103
4/18/2019,1,839,7139,1013
4/19/2019,1,838,7835,1062
4/20/2019,0,990,8519,1074
4/21/2019,0,1227,8920,922
4/22/2019,0,658,7741,1032
4/23/2019,1,913,8166,1068
4/24/2019,1,803,8362,933
4/25/2019,1,964,9372,939
4/26/2019,0,711,7681,1039
4/27/2019,0,1031,7727,1015
4/28/2019,0,1052,8556,977
4/29/2019,0,725,7753,995
4/30/2019,0,592,7810,1024
5/1/2019,0,869,7969,999
5/2/2019,0,805,7522,1038
5/3/2019,1,655,7849,952
5/4/2019,1,1012,9166,971
5/5/2019,0,985,8097,975
5/6/2019,0,766,8396,928
5/7/2019,0,710,8813,1049
5/8/2019,0,540,8713,1036
5/9/2019,0,822,7575,904
5/10/2019,0,794,8344,973
5/11/2019,1,923,8793,972
5/12/2019,1,1119,9255,1057
5/13/2019,0,679,7778,1020
5/14/2019,1,801,8999,986
5/15/2019,0,690,7741,942
5/16/2019,0,695,9136,1016
5/17/2019,0,811,8000,999
5/18/2019,0,900,8822,1052
5/19/2019,0,1034,9859,1071
5/20/2019,0,637,8302,948
5/21/2019,0,603,8213,960
5/22/2019,0,679,8624,1017
5/23/2019,0,713,7763,1018
5/24/2019,0,1100,8024,981
5/25/2019,0,912,8869,1072
5/26/2019,0,988,8872,1074
5/27/2019,0,688,7782,1065
5/28/2019,0,667,7030,1016
5/29/2019,1,578,8121,1021
5/30/2019,1,664,8073,853
5/31/2019,0,786,7940,902
6/1/2019,0,877,9091,1014
6/2/2019,0,890,9010,997
6/3/2019,0,653,8922,984
6/4/2019,1,690,8248,1076
6/5/2019,1,721,8224,1035
6/6/2019,1,677,8412,961
6/7/2019,0,723,7514,927
6/8/2019,1,946,8833,1026
6/9/2019,2,908,9220,959
6/10/2019,2,759,8798,1098
6/11/2019,2,687,8340,1056
6/12/2019,1,626,9156,967
6/13/2019,1,805,9306,1050
6/14/2019,1,685,8046,984
6/15/2019,1,835,8972,990
6/16/2019,1,972,8855,1040
6/17/2019,1,824,8162,1004
6/18/2019,0,782,8115,976
6/19/2019,1,693,9388,961
6/20/2019,1,647,8201,1087
6/21/2019,0,797,8894,993
6/22/2019,1,993,9525,964
6/23/2019,1,904,9003,905
6/24/2019,0,577,8524,933
6/25/2019,0,632,8360,924
6/26/2019,1,592,7960,936
6/27/2019,1,653,8891,948
6/28/2019,1,735,8024,1000
6/29/2019,1,968,10008,978
6/30/2019,2,932,9591,1045
7/1/2019,1,525,8872,1043
7/2/2019,1,642,8719,959
7/3/2019,1,549,8578,966
7/4/2019,1,662,8081,962
7/5/2019,1,793,8825,914
7/6/2019,1,883,8972,982
7/7/2019,1,910,9525,945
7/8/2019,1,689,7606,997
7/9/2019,1,601,8164,1024
7/10/2019,1,564,8905,1071
7/11/2019,1,694,8421,1080
7/12/2019,1,722,8989,1027
7/13/2019,1,847,8905,1009
7/14/2019,1,965,8956,904
7/15/2019,1,674,7943,988
7/16/2019,1,582,7684,947
7/17/2019,1,551,7919,999
7/18/2019,1,619,8412,970
7/19/2019,1,816,8639,962
7/20/2019,1,947,8364,992
7/21/2019,1,922,8747,952
7/22/2019,1,685,7421,954
7/23/2019,2,687,9584,1078
7/24/2019,3,771,9050,985
7/25/2019,3,680,8966,1018
7/26/2019,2,724,8451,1012
7/27/2019,2,871,9100,991
7/28/2019,1,788,9546,987
7/29/2019,1,590,8160,1060
7/30/2019,1,800,8481,1025
7/31/2019,1,717,8352,1050
8/1/2019,1,683,7747,1111
8/2/2019,1,848,7992,1036
8/3/2019,2,933,10068,936
8/4/2019,1,1071,9388,993
8/5/2019,1,765,7912,1001
8/6/2019,2,846,8034,990
8/7/2019,1,701,8655,1042
8/8/2019,1,843,8981,1055
8/9/2019,1,846,8561,1057
8/10/2019,1,928,8439,1022
8/11/2019,1,1074,9769,972
8/12/2019,1,725,7233,1005
8/13/2019,1,723,7952,1095
8/14/2019,1,827,9179,1020
8/15/2019,1,744,8734,892
8/16/2019,1,739,8398,1013
8/17/2019,1,902,8737,1004
8/18/2019,1,973,8750,1007
8/19/2019,1,765,8913,1036
8/20/2019,1,732,8106,913
8/21/2019,2,829,8447,940
8/22/2019,1,769,7805,1003
8/23/2019,1,816,8173,1028
8/24/2019,2,854,9148,1050
8/25/2019,2,1139,8588,979
8/26/2019,2,708,7957,1008
8/27/2019,2,777,9627,990
8/28/2019,1,946,8358,995
8/29/2019,1,683,7582,931
8/30/2019,2,920,8557,966
8/31/2019,2,1019,9295,927
9/1/2019,1,1039,9575,1026
9/2/2019,3,887,8170,1143
9/3/2019,2,847,8282,998
9/4/2019,2,851,8405,981
9/5/2019,2,774,8297,903
9/6/2019,2,916,8595,1055
9/7/2019,2,1033,9348,1008
9/8/2019,1,1104,9824,972
9/9/2019,1,762,7840,1118
9/10/2019,1,811,8974,1045
9/11/2019,1,850,8102,1037
9/12/2019,1,823,8284,978
9/13/2019,2,858,9461,957
9/14/2019,2,1027,9075,953
9/15/2019,2,1029,9110,952
9/16/2019,1,669,7261,1087
9/17/2019,1,859,8592,959
9/18/2019,1,895,7833,1022
9/19/2019,1,892,7686,1018
9/20/2019,1,1007,8248,1035
9/21/2019,2,1225,9028,989
9/22/2019,2,1201,9550,923
9/23/2019,1,823,7638,940
9/24/2019,1,1060,7899,968
9/25/2019,1,758,8330,1010
9/26/2019,1,727,8622,1053
9/27/2019,1,870,8620,1009
9/28/2019,0,1105,8301,1022
9/29/2019,1,1009,9537,1017
9/30/2019,1,804,8467,1026
10/1/2019,1,834,7827,996
10/2/2019,1,772,8041,991
10/3/2019,1,987,6924,974
10/4/2019,1,865,8080,1048
10/5/2019,1,1118,8599,949
10/6/2019,1,1132,7683,1066
10/7/2019,1,853,7594,965
10/8/2019,1,844,8519,990
10/9/2019,1,1025,7345,995
10/10/2019,1,984,8241,1078
10/11/2019,1,1024,7676,992
10/12/2019,1,1147,8025,1032
10/13/2019,1,1197,8977,1009
10/14/2019,1,975,7479,1047
10/15/2019,1,1064,8342,944
10/16/2019,2,921,7927,995
10/17/2019,1,979,9061,1017
10/18/2019,1,1062,8248,1005
10/19/2019,1,1112,8753,989
10/20/2019,2,1257,8425,1086
10/21/2019,2,944,7779,975
10/22/2019,2,991,7685,1108
10/23/2019,2,977,7926,976
10/24/2019,2,1072,9225,1077
10/25/2019,2,1075,7370,1081
10/26/2019,2,1099,8386,996
10/27/2019,1,1093,7984,1022
10/28/2019,1,857,7415,956
10/29/2019,1,977,7513,915
10/30/2019,1,1104,8006,994
10/31/2019,1,963,7984,1094
11/1/2019,1,1172,8128,953
11/2/2019,1,1113,9304,964
11/3/2019,1,1302,9179,953
11/4/2019,1,992,7345,967
11/5/2019,1,903,8233,968
11/6/2019,1,969,7649,929
11/7/2019,1,1002,7064,970
11/8/2019,1,1192,7675,1062
11/9/2019,2,1309,8204,1013
11/10/2019,1,1134,7701,1025
11/11/2019,1,1077,8734,1092
11/12/2019,1,1042,6999,975
11/13/2019,1,1056,7513,1060
11/14/2019,0,1034,6926,976
11/15/2019,0,1236,7301,985
11/16/2019,1,1368,9276,916
11/17/2019,2,1384,9295,1014
11/18/2019,2,1072,7804,1053
11/19/2019,1,1069,7904,969
11/20/2019,0,1112,8223,1052
11/21/2019,0,1113,6894,1034
11/22/2019,0,1077,7348,995
11/23/2019,1,1285,8263,975
11/24/2019,1,1385,8133,1022
11/25/2019,0,966,7654,997
11/26/2019,0,949,7318,1011
11/27/2019,0,1171,7134,991
11/28/2019,0,1156,7083,961
11/29/2019,0,1068,6767,987
11/30/2019,0,1249,7993,1020
12/1/2019,0,1253,8509,1056
12/2/2019,0,1018,7520,1002
12/3/2019,0,1118,8363,1094
12/4/2019,0,1012,6603,954
12/5/2019,0,1154,7629,930
12/6/2019,0,1160,8601,972
12/7/2019,0,1082,8871,1041
12/8/2019,0,1253,8575,1019
12/9/2019,0,1087,6743,1111
12/10/2019,0,1102,6860,1002
12/11/2019,0,1111,7400,1023
12/12/2019,1,1054,7624,890
12/13/2019,0,1152,7582,915
12/14/2019,0,1296,8837,926
12/15/2019,0,1334,9083,1028
12/16/2019,0,1052,7496,993
12/17/2019,0,1054,7380,1039
12/18/2019,0,1106,7631,923
12/19/2019,0,1109,7029,1027
12/20/2019,1,1149,7296,1017
12/21/2019,1,1289,8156,984
12/22/2019,0,1456,8182,1047
12/23/2019,0,956,7014,1009
12/24/2019,0,1102,7173,914
12/25/2019,0,1117,7708,950
12/26/2019,0,1134,6784,1041
12/27/2019,0,1126,7526,1021
12/28/2019,0,1352,7952,933
12/29/2019,0,1266,7162,946
12/30/2019,0,1153,6927,1026
12/31/2019,0,966,6827,980
1/1/2020,0,1252,7306,889
1/2/2020,0,1063,7483,1038
1/3/2020,1,1195,8297,997
1/4/2020,0,1288,8712,1030
1/5/2020,0,1103,7503,1013
1/6/2020,1,999,8766,1021
1/7/2020,1,973,8239,922
1/8/2020,0,981,6695,990
1/9/2020,0,1038,8315,944
1/10/2020,0,1126,7310,885
1/11/2020,0,1256,8698,961
1/12/2020,0,1309,8863,923
1/13/2020,0,1080,7489,959
1/14/2020,0,1142,7123,1084
1/15/2020,0,1019,7481,1002
1/16/2020,0,1230,8177,1023
1/17/2020,0,1191,7629,1002
1/18/2020,1,1392,7837,1028
1/19/2020,1,1455,8828,1041
1/20/2020,0,1055,6847,943
1/21/2020,0,1052,8130,1101
1/22/2020,0,1161,7251,1018
1/23/2020,1,1205,7794,990
1/24/2020,1,1237,8007,951
1/25/2020,0,1151,8948,1038
1/26/2020,0,1254,8106,989
1/27/2020,1,900,7346,952
1/28/2020,1,1052,7929,979
1/29/2020,1,1036,7017,987
1/30/2020,1,1116,8106,977
1/31/2020,1,1151,7337,945
2/1/2020,1,1201,8333,1001
2/2/2020,0,1390,7542,1026
2/3/2020,0,1101,7589,997
2/4/2020,0,949,7884,994
2/5/2020,0,1185,7489,1041
2/6/2020,0,1055,7150,1106
2/7/2020,0,1049,8093,1100
2/8/2020,0,1307,8074,968
2/9/2020,0,1342,7571,948
2/10/2020,1,1035,7985,995
2/11/2020,1,998,8221,1033
2/12/2020,0,1000,6077,1064
2/13/2020,0,997,8487,919
2/14/2020,0,1172,7376,1042
2/15/2020,0,1171,7560,974
2/16/2020,0,1308,8170,976
2/17/2020,0,939,7983,975
2/18/2020,0,915,7537,1042
2/19/2020,0,1003,8269,1032
2/20/2020,1,1055,7146,961
2/21/2020,1,1109,9090,934
2/22/2020,0,1165,8617,1064
2/23/2020,0,1203,8700,1072
2/24/2020,0,849,7708,981
2/25/2020,1,843,8080,1007
2/26/2020,1,1107,7636,993
2/27/2020,2,1055,7926,989
2/28/2020,2,1133,7283,1035
2/29/2020,1,1285,8608,1039
3/1/2020,0,1204,9486,954
3/2/2020,1,937,8481,954
3/3/2020,1,1150,8517,1058
3/4/2020,1,921,8093,952
3/5/2020,1,1140,8023,988
3/6/2020,0,856,7154,998
3/7/2020,0,1144,8741,1020
3/8/2020,0,1303,8424,941
3/9/2020,1,785,8232,1021
3/10/2020,0,926,7880,1032
3/11/2020,1,950,7530,970
3/12/2020,0,972,7694,1029
3/13/2020,0,993,7312,1015
3/14/2020,0,1195,8443,977
3/15/2020,0,1188,8736,1053
3/16/2020,0,1000,8703,1087
3/17/2020,0,899,8298,948
3/18/2020,0,926,8200,951
3/19/2020,0,1045,7869,911
3/20/2020,0,1045,7773,914
3/21/2020,0,1047,8989,988
3/22/2020,1,1282,8975,1023
3/23/2020,0,849,7921,901
3/24/2020,0,770,7496,1063
3/25/2020,0,891,8399,925
3/26/2020,0,993,7435,1049
3/27/2020,0,991,8382,951
3/28/2020,0,1131,8619,986
3/29/2020,0,1215,9195,1008
3/30/2020,1,947,8255,957
3/31/2020,1,870,8688,1082
4/1/2020,1,913,7877,1052
4/2/2020,0,904,8074,1076
4/3/2020,0,908,8111,910
4/4/2020,0,1068,9591,1027
4/5/2020,0,1064,8954,1017
4/6/2020,0,642,8339,1040
4/7/2020,0,923,7537,1034
4/8/2020,0,821,8793,902
4/9/2020,0,883,8138,1019
4/10/2020,0,991,7549,1117
4/11/2020,1,1143,9485,965
4/12/2020,0,996,8899,1038
4/13/2020,0,797,8609,971
4/14/2020,1,683,7882,1040
4/15/2020,1,751,9126,998
4/16/2020,1,926,8427,1049
4/17/2020,0,822,8094,1037
4/18/2020,0,1142,9282,955
4/19/2020,0,1050,9054,1019
4/20/2020,0,717,8530,1023
4/21/2020,1,916,7437,953
4/22/2020,2,818,9274,999
4/23/2020,2,947,8383,967
4/24/2020,3,809,8822,955
4/25/2020,2,985,9581,978
4/26/2020,2,1036,9111,1014
4/27/2020,1,746,8990,987
4/28/2020,2,863,9112,1029
4/29/2020,1,977,8420,983
4/30/2020,1,959,8115,928
5/1/2020,1,849,8272,939
5/2/2020,1,1049,7770,1017
5/3/2020,1,1136,9204,1065
5/4/2020,2,767,9241,991
5/5/2020,2,832,8582,1001
5/6/2020,2,791,8558,1052
5/7/2020,2,965,7948,991
5/8/2020,2,794,8570,1018
5/9/2020,1,998,9232,970
5/10/2020,1,874,8904,903
5/11/2020,1,843,8633,992
5/12/2020,1,749,7565,953
5/13/2020,1,849,8779,1000
5/14/2020,1,744,8264,1001
5/15/2020,1,844,7768,1036
5/16/2020,2,908,10152,1057
5/17/2020,1,1115,10114,993
5/18/2020,1,655,8390,920
5/19/2020,1,661,8069,1051
5/20/2020,1,826,8942,1009
5/21/2020,1,819,8149,1076
5/22/2020,1,850,8862,982
5/23/2020,1,1157,9506,987
5/24/2020,1,1100,9327,1046
5/25/2020,1,769,9178,1011
5/26/2020,1,646,8243,1062
5/27/2020,1,726,9162,997
5/28/2020,1,613,8650,957
5/29/2020,1,863,9328,968
5/30/2020,1,1010,9162,1111
5/31/2020,1,839,10132,952
6/1/2020,1,750,7422,1115
6/2/2020,2,619,8676,992
6/3/2020,2,864,9275,985
6/4/2020,1,739,8620,1020
6/5/2020,1,773,8822,980
6/6/2020,1,1043,9513,992
6/7/2020,1,800,9761,1085
6/8/2020,2,571,8325,1012
6/9/2020,2,739,8553,964
6/10/2020,2,802,8658,948
6/11/2020,2,876,8791,942
6/12/2020,1,870,8264,1020
6/13/2020,1,854,10252,984
6/14/2020,1,984,9011,986
6/15/2020,1,702,9348,1055
6/16/2020,1,832,8986,999
6/17/2020,1,612,9300,1006
6/18/2020,1,912,9429,1117
6/19/2020,1,792,9201,983
6/20/2020,0,861,9541,929
6/21/2020,1,1013,9466,973
6/22/2020,1,637,9540,996
6/23/2020,1,622,8357,1114
6/24/2020,1,674,8915,994
6/25/2020,1,719,9471,915
6/26/2020,1,877,9291,1010
6/27/2020,1,945,9676,933
6/28/2020,0,1007,9392,1046
6/29/2020,1,687,8188,1056
6/30/2020,1,594,8525,997
7/1/2020,1,771,8061,995
7/2/2020,1,662,8199,1078
7/3/2020,1,781,9737,935
7/4/2020,1,819,9558,976
7/5/2020,2,963,9011,1024
7/6/2020,2,537,8684,995
7/7/2020,1,738,7964,928
7/8/2020,1,685,8400,990
7/9/2020,1,861,9657,987
7/10/2020,1,718,9087,1024
7/11/2020,2,824,9335,979
7/12/2020,2,968,9921,994
7/13/2020,1,599,8748,1037
7/14/2020,1,708,8920,1026
7/15/2020,1,718,9000,1015
7/16/2020,1,769,8257,984
7/17/2020,1,937,7804,978
7/18/2020,1,929,8977,969
7/19/2020,1,875,9871,1058
7/20/2020,1,621,8503,1000
7/21/2020,1,703,8188,1037
7/22/2020,1,664,9342,984
7/23/2020,1,830,9316,994
7/24/2020,1,702,9763,958
7/25/2020,1,1068,9325,1022
7/26/2020,1,1083,8687,980
7/27/2020,1,613,8451,960
7/28/2020,1,768,8670,959
7/29/2020,1,736,8884,911
7/30/2020,1,676,8454,942
7/31/2020,2,768,9487,1001
8/1/2020,2,960,8896,1068
8/2/2020,2,1042,9429,1001
8/3/2020,1,734,8534,906
8/4/2020,1,697,9592,1060
8/5/2020,1,768,9068,1014
8/6/2020,1,659,8967,1080
8/7/2020,1,743,8883,1053
8/8/2020,1,970,9748,1028
8/9/2020,1,869,9271,1070
8/10/2020,1,656,8094,1009
8/11/2020,1,859,9249,977
8/12/2020,1,744,8200,928
8/13/2020,2,902,9442,905
8/14/2020,2,697,9214,1036
8/15/2020,3,1078,10480,950
8/16/2020,4,1036,10779,942
8/17/2020,2,827,8888,1027
8/18/2020,3,704,8943,965
8/19/2020,4,782,8796,990
8/20/2020,4,951,8497,1115
8/21/2020,2,919,8393,1016
8/22/2020,3,1086,10166,1068
8/23/2020,2,998,9753,1021
8/24/2020,1,670,8706,1084
8/25/2020,1,805,9273,1024
8/26/2020,2,914,9386,991
8/27/2020,2,909,8071,939
8/28/2020,1,848,9008,1053
8/29/2020,1,1040,9289,1043
8/30/2020,1,1041,9938,927
8/31/2020,1,657,8094,992
9/1/2020,1,801,7675,1072
9/2/2020,1,737,8342,945
9/3/2020,1,1047,8470,972
9/4/2020,2,775,9533,1028
9/5/2020,3,1160,10992,1074
9/6/2020,4,1230,10079,1017
9/7/2020,2,843,8554,1048
9/8/2020,1,724,8751,1041
9/9/2020,1,877,9244,980
9/10/2020,1,675,8249,1114
9/11/2020,1,938,9310,960
9/12/2020,1,1232,9030,1010
9/13/2020,1,1156,9475,1016
9/14/2020,1,998,8680,984
9/15/2020,2,840,8528,937
9/16/2020,2,961,8564,1011
9/17/2020,2,898,9091,996
9/18/2020,2,1043,8142,930
9/19/2020,2,1221,9244,974
9/20/2020,1,1197,9615,975
9/21/2020,1,700,7905,1051
9/22/2020,1,923,8866,1062
9/23/2020,1,833,8633,1000
9/24/2020,2,1017,7508,1064
9/25/2020,1,1051,8391,926
9/26/2020,1,1050,8180,985
9/27/2020,1,1134,10007,1004
9/28/2020,1,881,7709,1053
9/29/2020,2,885,8594,1012
9/30/2020,2,1060,8563,981
10/1/2020,3,927,8509,997
10/2/2020,2,1010,7824,964
10/3/2020,2,1314,8990,1001
10/4/2020,2,1204,9707,1046
10/5/2020,2,917,8723,1014
10/6/2020,2,981,8791,949
10/7/2020,1,1056,8759,984
10/8/2020,1,1012,8526,1035
10/9/2020,1,1142,8582,1047
10/10/2020,1,1188,9498,1017
10/11/2020,1,1229,9573,1068
10/12/2020,2,954,8589,999
10/13/2020,2,725,8135,948
10/14/2020,2,1150,7859,963
10/15/2020,2,1066,8461,922
10/16/2020,2,947,9125,999
10/17/2020,2,1206,9617,1069
10/18/2020,1,1398,9288,1009
10/19/2020,1,871,8332,979
10/20/2020,1,981,8652,994
10/21/2020,1,939,9341,1054
10/22/2020,0,1225,8127,935
10/23/2020,1,1032,8272,987
10/24/2020,0,1175,8138,1009
10/25/2020,0,1171,8689,967
10/26/2020,1,992,7765,982
10/27/2020,1,1082,8479,975
10/28/2020,1,1042,8169,974
10/29/2020,1,1032,8183,998
10/30/2020,1,1165,8363,977
10/31/2020,1,1277,10016,1013
11/1/2020,1,1382,8783,953
11/2/2020,1,927,8038,1075
11/3/2020,1,993,7569,934
11/4/2020,1,1099,7838,1056
11/5/2020,2,1172,8144,1007
11/6/2020,1,1107,8009,1028
11/7/2020,0,1302,8192,1004
11/8/2020,0,1264,9353,984
11/9/2020,0,972,8494,970
11/10/2020,0,1114,7448,1081
11/11/2020,0,977,8102,892
11/12/2020,0,978,7974,1001
11/13/2020,0,1034,8793,979
11/14/2020,0,1261,8488,1085
11/15/2020,1,1345,8889,1007
11/16/2020,2,1080,8149,911
11/17/2020,1,1104,8375,946
11/18/2020,0,1032,7426,964
11/19/2020,0,1064,7195,992
11/20/2020,1,1304,7596,961
11/21/2020,1,1242,9474,920
11/22/2020,1,1379,9043,1029
11/23/2020,0,982,9128,1000
11/24/2020,0,1063,7841,1057
11/25/2020,0,1136,8385,984
11/26/2020,0,1103,7657,941
11/27/2020,0,1167,8375,1042
11/28/2020,1,1391,9132,1041
11/29/2020,1,1356,9295,1033
11/30/2020,1,992,7592,996
12/1/2020,1,1021,7910,985
12/2/2020,1,998,7403,967
12/3/2020,1,997,7682,1029
12/4/2020,1,1199,8550,939
12/5/2020,1,1210,8471,960
12/6/2020,1,1284,9515,1061
12/7/2020,1,1271,7626,890
12/8/2020,1,1024,7725,1063
12/9/2020,1,1277,6905,1004
12/10/2020,0,1127,7903,930
12/11/2020,0,955,7736,978
12/12/2020,0,1350,9311,915
12/13/2020,0,1340,9616,1013
12/14/2020,0,960,8656,1024
12/15/2020,0,1233,7544,1042
12/16/2020,1,1085,8122,1046
12/17/2020,0,1135,8496,1016
12/18/2020,0,1187,8214,1010
12/19/2020,0,1459,8792,958
12/20/2020,1,1332,8490,958
12/21/2020,1,1052,7551,946
12/22/2020,0,1195,7226,1010
12/23/2020,0,1209,7760,935
12/24/2020,0,1137,7988,997
12/25/2020,1,1295,8319,978
12/26/2020,0,1247,8821,983
12/27/2020,0,1370,8895,1062
12/28/2020,0,1082,8471,1002
12/29/2020,0,1090,8502,953
12/30/2020,0,1119,7175,1067
12/31/2020,0,1208,7870,1019
1/1/2021,0,1246,8519,1019
1/2/2021,0,1418,8442,934
1/3/2021,0,1365,9448,994
1/4/2021,0,1013,7552,960
1/5/2021,0,1015,8065,1035
1/6/2021,0,1112,7992,1012
1/7/2021,1,1123,7699,1027
1/8/2021,0,1048,8064,973
1/9/2021,1,1365,9192,983
1/10/2021,0,1509,7711,967
1/11/2021,1,1154,6797,966
1/12/2021,0,1009,7704,1009
1/13/2021,1,1083,8507,981
1/14/2021,1,1079,7873,936
1/15/2021,2,1227,8476,992
1/16/2021,2,1460,9209,1030
1/17/2021,1,1409,8426,996
1/18/2021,1,1143,7924,1038
1/19/2021,0,1093,8158,1087
1/20/2021,1,1024,7759,969
1/21/2021,0,1072,7483,1031
1/22/2021,0,1388,7450,923
1/23/2021,0,1372,7736,948
1/24/2021,0,1411,8083,993
1/25/2021,0,862,7768,991
1/26/2021,0,1054,7305,1007
1/27/2021,0,1026,7628,973
1/28/2021,0,1043,8180,1001
1/29/2021,0,1091,8538,954
1/30/2021,0,1227,9021,983
1/31/2021,0,1357,8686,979
2/1/2021,1,965,7651,992
2/2/2021,0,1009,7738,1045
2/3/2021,0,1042,8105,985
2/4/2021,0,1302,8477,1018
2/5/2021,0,1236,7933,1009
2/6/2021,1,1245,8877,923
2/7/2021,0,1364,9351,962
2/8/2021,0,942,8530,1000
2/9/2021,0,1064,8273,1004
2/10/2021,0,928,8834,1059
2/11/2021,0,1106,7873,924
2/12/2021,0,1081,8338,944
2/13/2021,0,1321,9196,1036
2/14/2021,0,1354,7704,1074
2/15/2021,0,929,7464,901
2/16/2021,0,938,7104,980
2/17/2021,0,1120,8571,1111
